"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"Tennessee"	"47"	"2000"	"2000"	"60-64 years "	"60-64"	240646
	"Tennessee"	"47"	"2000"	"2000"	"65-69 years"	"65-69"	204592
	"Tennessee"	"47"	"2000"	"2000"	"70-74 years"	"70-74"	178461
	"Tennessee"	"47"	"2000"	"2000"	"75-79 years"	"75-79"	145416
	"Tennessee"	"47"	"2000"	"2000"	"80-84 years"	"80-84"	94954
	"Tennessee"	"47"	"2000"	"2000"	"85+ years"	"85+"	81957
"Total"	"Tennessee"	"47"	"2000"	"2000"			5703719
	"Tennessee"	"47"	"2001"	"2001"	"< 1 year"	"1"	78463
	"Tennessee"	"47"	"2001"	"2001"	"1-4 years"	"1-4"	299753
	"Tennessee"	"47"	"2001"	"2001"	"5-9 years"	"5-9"	389791
	"Tennessee"	"47"	"2001"	"2001"	"10-14 years"	"10-14"	404214
	"Tennessee"	"47"	"2001"	"2001"	"15-19 years"	"15-19"	393483
	"Tennessee"	"47"	"2001"	"2001"	"20-24 years"	"20-24"	405142
	"Tennessee"	"47"	"2001"	"2001"	"25-29 years"	"25-29"	386285
	"Tennessee"	"47"	"2001"	"2001"	"30-34 years"	"30-34"	414420
	"Tennessee"	"47"	"2001"	"2001"	"35-39 years"	"35-39"	445176
	"Tennessee"	"47"	"2001"	"2001"	"40-44 years"	"40-44"	453947
	"Tennessee"	"47"	"2001"	"2001"	"45-49 years"	"45-49"	423770
	"Tennessee"	"47"	"2001"	"2001"	"50-54 years"	"50-54"	395479
	"Tennessee"	"47"	"2001"	"2001"	"55-59 years"	"55-59"	302852
	"Tennessee"	"47"	"2001"	"2001"	"60-64 years "	"60-64"	245673
	"Tennessee"	"47"	"2001"	"2001"	"65-69 years"	"65-69"	208855
	"Tennessee"	"47"	"2001"	"2001"	"70-74 years"	"70-74"	178051
	"Tennessee"	"47"	"2001"	"2001"	"75-79 years"	"75-79"	145915
	"Tennessee"	"47"	"2001"	"2001"	"80-84 years"	"80-84"	97172
	"Tennessee"	"47"	"2001"	"2001"	"85+ years"	"85+"	82348
"Total"	"Tennessee"	"47"	"2001"	"2001"			5750789
	"Tennessee"	"47"	"2002"	"2002"	"< 1 year"	"1"	76362
	"Tennessee"	"47"	"2002"	"2002"	"1-4 years"	"1-4"	304831
	"Tennessee"	"47"	"2002"	"2002"	"5-9 years"	"5-9"	385722
	"Tennessee"	"47"	"2002"	"2002"	"10-14 years"	"10-14"	410675
	"Tennessee"	"47"	"2002"	"2002"	"15-19 years"	"15-19"	393266
	"Tennessee"	"47"	"2002"	"2002"	"20-24 years"	"20-24"	411743
	"Tennessee"	"47"	"2002"	"2002"	"25-29 years"	"25-29"	379507
	"Tennessee"	"47"	"2002"	"2002"	"30-34 years"	"30-34"	416294
	"Tennessee"	"47"	"2002"	"2002"	"35-39 years"	"35-39"	435862
	"Tennessee"	"47"	"2002"	"2002"	"40-44 years"	"40-44"	453376
	"Tennessee"	"47"	"2002"	"2002"	"45-49 years"	"45-49"	433072
	"Tennessee"	"47"	"2002"	"2002"	"50-54 years"	"50-54"	394085
	"Tennessee"	"47"	"2002"	"2002"	"55-59 years"	"55-59"	327249
	"Tennessee"	"47"	"2002"	"2002"	"60-64 years "	"60-64"	256337
	"Tennessee"	"47"	"2002"	"2002"	"65-69 years"	"65-69"	210773
	"Tennessee"	"47"	"2002"	"2002"	"70-74 years"	"70-74"	178936
	"Tennessee"	"47"	"2002"	"2002"	"75-79 years"	"75-79"	145742
	"Tennessee"	"47"	"2002"	"2002"	"80-84 years"	"80-84"	100066
	"Tennessee"	"47"	"2002"	"2002"	"85+ years"	"85+"	82020
"Total"	"Tennessee"	"47"	"2002"	"2002"			5795918
	"Tennessee"	"47"	"2003"	"2003"	"< 1 year"	"1"	76749
	"Tennessee"	"47"	"2003"	"2003"	"1-4 years"	"1-4"	308594
	"Tennessee"	"47"	"2003"	"2003"	"5-9 years"	"5-9"	384932
	"Tennessee"	"47"	"2003"	"2003"	"10-14 years"	"10-14"	415531
	"Tennessee"	"47"	"2003"	"2003"	"15-19 years"	"15-19"	396474
	"Tennessee"	"47"	"2003"	"2003"	"20-24 years"	"20-24"	412414
	"Tennessee"	"47"	"2003"	"2003"	"25-29 years"	"25-29"	379810
	"Tennessee"	"47"	"2003"	"2003"	"30-34 years"	"30-34"	414864
	"Tennessee"	"47"	"2003"	"2003"	"35-39 years"	"35-39"	426478
	"Tennessee"	"47"	"2003"	"2003"	"40-44 years"	"40-44"	454212
	"Tennessee"	"47"	"2003"	"2003"	"45-49 years"	"45-49"	441416
	"Tennessee"	"47"	"2003"	"2003"	"50-54 years"	"50-54"	398100
	"Tennessee"	"47"	"2003"	"2003"	"55-59 years"	"55-59"	341913
	"Tennessee"	"47"	"2003"	"2003"	"60-64 years "	"60-64"	269420
	"Tennessee"	"47"	"2003"	"2003"	"65-69 years"	"65-69"	216352
	"Tennessee"	"47"	"2003"	"2003"	"70-74 years"	"70-74"	178913
	"Tennessee"	"47"	"2003"	"2003"	"75-79 years"	"75-79"	147023
	"Tennessee"	"47"	"2003"	"2003"	"80-84 years"	"80-84"	102298
	"Tennessee"	"47"	"2003"	"2003"	"85+ years"	"85+"	82319
"Total"	"Tennessee"	"47"	"2003"	"2003"			5847812
	"Tennessee"	"47"	"2004"	"2004"	"< 1 year"	"1"	77819
	"Tennessee"	"47"	"2004"	"2004"	"1-4 years"	"1-4"	310687
	"Tennessee"	"47"	"2004"	"2004"	"5-9 years"	"5-9"	386113
	"Tennessee"	"47"	"2004"	"2004"	"10-14 years"	"10-14"	415299
	"Tennessee"	"47"	"2004"	"2004"	"15-19 years"	"15-19"	404445
	"Tennessee"	"47"	"2004"	"2004"	"20-24 years"	"20-24"	414552
	"Tennessee"	"47"	"2004"	"2004"	"25-29 years"	"25-29"	389250
	"Tennessee"	"47"	"2004"	"2004"	"30-34 years"	"30-34"	410768
	"Tennessee"	"47"	"2004"	"2004"	"35-39 years"	"35-39"	418748
	"Tennessee"	"47"	"2004"	"2004"	"40-44 years"	"40-44"	457198
	"Tennessee"	"47"	"2004"	"2004"	"45-49 years"	"45-49"	445773
	"Tennessee"	"47"	"2004"	"2004"	"50-54 years"	"50-54"	405284
	"Tennessee"	"47"	"2004"	"2004"	"55-59 years"	"55-59"	357911
	"Tennessee"	"47"	"2004"	"2004"	"60-64 years "	"60-64"	280277
	"Tennessee"	"47"	"2004"	"2004"	"65-69 years"	"65-69"	222368
	"Tennessee"	"47"	"2004"	"2004"	"70-74 years"	"70-74"	179985
	"Tennessee"	"47"	"2004"	"2004"	"75-79 years"	"75-79"	146276
	"Tennessee"	"47"	"2004"	"2004"	"80-84 years"	"80-84"	104588
	"Tennessee"	"47"	"2004"	"2004"	"85+ years"	"85+"	83468
"Total"	"Tennessee"	"47"	"2004"	"2004"			5910809
	"Tennessee"	"47"	"2005"	"2005"	"< 1 year"	"1"	77898
	"Tennessee"	"47"	"2005"	"2005"	"1-4 years"	"1-4"	314367
	"Tennessee"	"47"	"2005"	"2005"	"5-9 years"	"5-9"	390176
	"Tennessee"	"47"	"2005"	"2005"	"10-14 years"	"10-14"	414943
	"Tennessee"	"47"	"2005"	"2005"	"15-19 years"	"15-19"	414673
	"Tennessee"	"47"	"2005"	"2005"	"20-24 years"	"20-24"	414921
	"Tennessee"	"47"	"2005"	"2005"	"25-29 years"	"25-29"	399872
	"Tennessee"	"47"	"2005"	"2005"	"30-34 years"	"30-34"	403848
	"Tennessee"	"47"	"2005"	"2005"	"35-39 years"	"35-39"	418986
	"Tennessee"	"47"	"2005"	"2005"	"40-44 years"	"40-44"	457085
	"Tennessee"	"47"	"2005"	"2005"	"45-49 years"	"45-49"	451758
	"Tennessee"	"47"	"2005"	"2005"	"50-54 years"	"50-54"	415143
	"Tennessee"	"47"	"2005"	"2005"	"55-59 years"	"55-59"	375596
	"Tennessee"	"47"	"2005"	"2005"	"60-64 years "	"60-64"	289935
	"Tennessee"	"47"	"2005"	"2005"	"65-69 years"	"65-69"	229285
	"Tennessee"	"47"	"2005"	"2005"	"70-74 years"	"70-74"	182678
	"Tennessee"	"47"	"2005"	"2005"	"75-79 years"	"75-79"	147467
	"Tennessee"	"47"	"2005"	"2005"	"80-84 years"	"80-84"	106671
	"Tennessee"	"47"	"2005"	"2005"	"85+ years"	"85+"	85755
"Total"	"Tennessee"	"47"	"2005"	"2005"			5991057
	"Tennessee"	"47"	"2006"	"2006"	"< 1 year"	"1"	80595
	"Tennessee"	"47"	"2006"	"2006"	"1-4 years"	"1-4"	315007
	"Tennessee"	"47"	"2006"	"2006"	"5-9 years"	"5-9"	398826
	"Tennessee"	"47"	"2006"	"2006"	"10-14 years"	"10-14"	415802
	"Tennessee"	"47"	"2006"	"2006"	"15-19 years"	"15-19"	424339
	"Tennessee"	"47"	"2006"	"2006"	"20-24 years"	"20-24"	408506
	"Tennessee"	"47"	"2006"	"2006"	"25-29 years"	"25-29"	414933
	"Tennessee"	"47"	"2006"	"2006"	"30-34 years"	"30-34"	394269
	"Tennessee"	"47"	"2006"	"2006"	"35-39 years"	"35-39"	427043
	"Tennessee"	"47"	"2006"	"2006"	"40-44 years"	"40-44"	454716
	"Tennessee"	"47"	"2006"	"2006"	"45-49 years"	"45-49"	458967
	"Tennessee"	"47"	"2006"	"2006"	"50-54 years"	"50-54"	426578
	"Tennessee"	"47"	"2006"	"2006"	"55-59 years"	"55-59"	395461
	"Tennessee"	"47"	"2006"	"2006"	"60-64 years "	"60-64"	299364
	"Tennessee"	"47"	"2006"	"2006"	"65-69 years"	"65-69"	237951
	"Tennessee"	"47"	"2006"	"2006"	"70-74 years"	"70-74"	188981
	"Tennessee"	"47"	"2006"	"2006"	"75-79 years"	"75-79"	149766
	"Tennessee"	"47"	"2006"	"2006"	"80-84 years"	"80-84"	108412
	"Tennessee"	"47"	"2006"	"2006"	"85+ years"	"85+"	89250
"Total"	"Tennessee"	"47"	"2006"	"2006"			6088766
	"Tennessee"	"47"	"2007"	"2007"	"< 1 year"	"1"	83047
	"Tennessee"	"47"	"2007"	"2007"	"1-4 years"	"1-4"	318049
	"Tennessee"	"47"	"2007"	"2007"	"5-9 years"	"5-9"	404615
	"Tennessee"	"47"	"2007"	"2007"	"10-14 years"	"10-14"	414667
	"Tennessee"	"47"	"2007"	"2007"	"15-19 years"	"15-19"	432306
	"Tennessee"	"47"	"2007"	"2007"	"20-24 years"	"20-24"	414325
	"Tennessee"	"47"	"2007"	"2007"	"25-29 years"	"25-29"	423556
	"Tennessee"	"47"	"2007"	"2007"	"30-34 years"	"30-34"	391488
	"Tennessee"	"47"	"2007"	"2007"	"35-39 years"	"35-39"	433818
	"Tennessee"	"47"	"2007"	"2007"	"40-44 years"	"40-44"	448230
	"Tennessee"	"47"	"2007"	"2007"	"45-49 years"	"45-49"	461409
	"Tennessee"	"47"	"2007"	"2007"	"50-54 years"	"50-54"	437733
	"Tennessee"	"47"	"2007"	"2007"	"55-59 years"	"55-59"	395723
	"Tennessee"	"47"	"2007"	"2007"	"60-64 years "	"60-64"	324019
	"Tennessee"	"47"	"2007"	"2007"	"65-69 years"	"65-69"	248826
	"Tennessee"	"47"	"2007"	"2007"	"70-74 years"	"70-74"	191581
	"Tennessee"	"47"	"2007"	"2007"	"75-79 years"	"75-79"	150965
	"Tennessee"	"47"	"2007"	"2007"	"80-84 years"	"80-84"	109192
	"Tennessee"	"47"	"2007"	"2007"	"85+ years"	"85+"	92178
"Total"	"Tennessee"	"47"	"2007"	"2007"			6175727
	"Tennessee"	"47"	"2008"	"2008"	"< 1 year"	"1"	84037
	"Tennessee"	"47"	"2008"	"2008"	"1-4 years"	"1-4"	322932
	"Tennessee"	"47"	"2008"	"2008"	"5-9 years"	"5-9"	410143
	"Tennessee"	"47"	"2008"	"2008"	"10-14 years"	"10-14"	415822
	"Tennessee"	"47"	"2008"	"2008"	"15-19 years"	"15-19"	437444
	"Tennessee"	"47"	"2008"	"2008"	"20-24 years"	"20-24"	413168
	"Tennessee"	"47"	"2008"	"2008"	"25-29 years"	"25-29"	422783
	"Tennessee"	"47"	"2008"	"2008"	"30-34 years"	"30-34"	393482
	"Tennessee"	"47"	"2008"	"2008"	"35-39 years"	"35-39"	434884
	"Tennessee"	"47"	"2008"	"2008"	"40-44 years"	"40-44"	440567
	"Tennessee"	"47"	"2008"	"2008"	"45-49 years"	"45-49"	465046
	"Tennessee"	"47"	"2008"	"2008"	"50-54 years"	"50-54"	449052
	"Tennessee"	"47"	"2008"	"2008"	"55-59 years"	"55-59"	400756
	"Tennessee"	"47"	"2008"	"2008"	"60-64 years "	"60-64"	340299
	"Tennessee"	"47"	"2008"	"2008"	"65-69 years"	"65-69"	262563
	"Tennessee"	"47"	"2008"	"2008"	"70-74 years"	"70-74"	197317
	"Tennessee"	"47"	"2008"	"2008"	"75-79 years"	"75-79"	152105
	"Tennessee"	"47"	"2008"	"2008"	"80-84 years"	"80-84"	110739
	"Tennessee"	"47"	"2008"	"2008"	"85+ years"	"85+"	94272
"Total"	"Tennessee"	"47"	"2008"	"2008"			6247411
	"Tennessee"	"47"	"2009"	"2009"	"< 1 year"	"1"	80116
	"Tennessee"	"47"	"2009"	"2009"	"1-4 years"	"1-4"	327113
	"Tennessee"	"47"	"2009"	"2009"	"5-9 years"	"5-9"	411618
	"Tennessee"	"47"	"2009"	"2009"	"10-14 years"	"10-14"	417701
	"Tennessee"	"47"	"2009"	"2009"	"15-19 years"	"15-19"	438223
	"Tennessee"	"47"	"2009"	"2009"	"20-24 years"	"20-24"	421468
	"Tennessee"	"47"	"2009"	"2009"	"25-29 years"	"25-29"	421192
	"Tennessee"	"47"	"2009"	"2009"	"30-34 years"	"30-34"	400669
	"Tennessee"	"47"	"2009"	"2009"	"35-39 years"	"35-39"	430865
	"Tennessee"	"47"	"2009"	"2009"	"40-44 years"	"40-44"	432005
	"Tennessee"	"47"	"2009"	"2009"	"45-49 years"	"45-49"	468307
	"Tennessee"	"47"	"2009"	"2009"	"50-54 years"	"50-54"	454222
	"Tennessee"	"47"	"2009"	"2009"	"55-59 years"	"55-59"	408172
	"Tennessee"	"47"	"2009"	"2009"	"60-64 years "	"60-64"	357004
	"Tennessee"	"47"	"2009"	"2009"	"65-69 years"	"65-69"	273338
	"Tennessee"	"47"	"2009"	"2009"	"70-74 years"	"70-74"	202744
	"Tennessee"	"47"	"2009"	"2009"	"75-79 years"	"75-79"	153016
	"Tennessee"	"47"	"2009"	"2009"	"80-84 years"	"80-84"	110844
	"Tennessee"	"47"	"2009"	"2009"	"85+ years"	"85+"	97402
"Total"	"Tennessee"	"47"	"2009"	"2009"			6306019
	"Tennessee"	"47"	"2010"	"2010"	"< 1 year"	"1"	78941
	"Tennessee"	"47"	"2010"	"2010"	"1-4 years"	"1-4"	328146
	"Tennessee"	"47"	"2010"	"2010"	"5-9 years"	"5-9"	411807
	"Tennessee"	"47"	"2010"	"2010"	"10-14 years"	"10-14"	419308
	"Tennessee"	"47"	"2010"	"2010"	"15-19 years"	"15-19"	434973
	"Tennessee"	"47"	"2010"	"2010"	"20-24 years"	"20-24"	428864
	"Tennessee"	"47"	"2010"	"2010"	"25-29 years"	"25-29"	417703
	"Tennessee"	"47"	"2010"	"2010"	"30-34 years"	"30-34"	407992
	"Tennessee"	"47"	"2010"	"2010"	"35-39 years"	"35-39"	420555
	"Tennessee"	"47"	"2010"	"2010"	"40-44 years"	"40-44"	431284
	"Tennessee"	"47"	"2010"	"2010"	"45-49 years"	"45-49"	466246
	"Tennessee"	"47"	"2010"	"2010"	"50-54 years"	"50-54"	459924
	"Tennessee"	"47"	"2010"	"2010"	"55-59 years"	"55-59"	417500
	"Tennessee"	"47"	"2010"	"2010"	"60-64 years "	"60-64"	373936
	"Tennessee"	"47"	"2010"	"2010"	"65-69 years"	"65-69"	282075
	"Tennessee"	"47"	"2010"	"2010"	"70-74 years"	"70-74"	207770
	"Tennessee"	"47"	"2010"	"2010"	"75-79 years"	"75-79"	155222
	"Tennessee"	"47"	"2010"	"2010"	"80-84 years"	"80-84"	112431
	"Tennessee"	"47"	"2010"	"2010"	"85+ years"	"85+"	100841
"Total"	"Tennessee"	"47"	"2010"	"2010"			6355518
	"Tennessee"	"47"	"2011"	"2011"	"< 1 year"	"1"	78200
	"Tennessee"	"47"	"2011"	"2011"	"1-4 years"	"1-4"	325663
	"Tennessee"	"47"	"2011"	"2011"	"5-9 years"	"5-9"	412030
	"Tennessee"	"47"	"2011"	"2011"	"10-14 years"	"10-14"	421815
	"Tennessee"	"47"	"2011"	"2011"	"15-19 years"	"15-19"	427530
	"Tennessee"	"47"	"2011"	"2011"	"20-24 years"	"20-24"	441970
	"Tennessee"	"47"	"2011"	"2011"	"25-29 years"	"25-29"	417986
	"Tennessee"	"47"	"2011"	"2011"	"30-34 years"	"30-34"	415425
	"Tennessee"	"47"	"2011"	"2011"	"35-39 years"	"35-39"	407468
	"Tennessee"	"47"	"2011"	"2011"	"40-44 years"	"40-44"	437302
	"Tennessee"	"47"	"2011"	"2011"	"45-49 years"	"45-49"	458542
	"Tennessee"	"47"	"2011"	"2011"	"50-54 years"	"50-54"	462832
	"Tennessee"	"47"	"2011"	"2011"	"55-59 years"	"55-59"	426183
	"Tennessee"	"47"	"2011"	"2011"	"60-64 years "	"60-64"	389959
	"Tennessee"	"47"	"2011"	"2011"	"65-69 years"	"65-69"	288183
	"Tennessee"	"47"	"2011"	"2011"	"70-74 years"	"70-74"	213764
	"Tennessee"	"47"	"2011"	"2011"	"75-79 years"	"75-79"	158385
	"Tennessee"	"47"	"2011"	"2011"	"80-84 years"	"80-84"	113753
	"Tennessee"	"47"	"2011"	"2011"	"85+ years"	"85+"	103308
"Total"	"Tennessee"	"47"	"2011"	"2011"			6400298
	"Tennessee"	"47"	"2012"	"2012"	"< 1 year"	"1"	79869
	"Tennessee"	"47"	"2012"	"2012"	"1-4 years"	"1-4"	323078
	"Tennessee"	"47"	"2012"	"2012"	"5-9 years"	"5-9"	415263
	"Tennessee"	"47"	"2012"	"2012"	"10-14 years"	"10-14"	422589
	"Tennessee"	"47"	"2012"	"2012"	"15-19 years"	"15-19"	421947
	"Tennessee"	"47"	"2012"	"2012"	"20-24 years"	"20-24"	455981
	"Tennessee"	"47"	"2012"	"2012"	"25-29 years"	"25-29"	420737
	"Tennessee"	"47"	"2012"	"2012"	"30-34 years"	"30-34"	421240
	"Tennessee"	"47"	"2012"	"2012"	"35-39 years"	"35-39"	403227
	"Tennessee"	"47"	"2012"	"2012"	"40-44 years"	"40-44"	440499
	"Tennessee"	"47"	"2012"	"2012"	"45-49 years"	"45-49"	449645
	"Tennessee"	"47"	"2012"	"2012"	"50-54 years"	"50-54"	462617
	"Tennessee"	"47"	"2012"	"2012"	"55-59 years"	"55-59"	436178
	"Tennessee"	"47"	"2012"	"2012"	"60-64 years "	"60-64"	385671
	"Tennessee"	"47"	"2012"	"2012"	"65-69 years"	"65-69"	312154
	"Tennessee"	"47"	"2012"	"2012"	"70-74 years"	"70-74"	223197
	"Tennessee"	"47"	"2012"	"2012"	"75-79 years"	"75-79"	160853
	"Tennessee"	"47"	"2012"	"2012"	"80-84 years"	"80-84"	115057
	"Tennessee"	"47"	"2012"	"2012"	"85+ years"	"85+"	105950
"Total"	"Tennessee"	"47"	"2012"	"2012"			6455752
	"Tennessee"	"47"	"2013"	"2013"	"< 1 year"	"1"	79765
	"Tennessee"	"47"	"2013"	"2013"	"1-4 years"	"1-4"	320730
	"Tennessee"	"47"	"2013"	"2013"	"5-9 years"	"5-9"	418584
	"Tennessee"	"47"	"2013"	"2013"	"10-14 years"	"10-14"	422548
	"Tennessee"	"47"	"2013"	"2013"	"15-19 years"	"15-19"	418461
	"Tennessee"	"47"	"2013"	"2013"	"20-24 years"	"20-24"	462152
	"Tennessee"	"47"	"2013"	"2013"	"25-29 years"	"25-29"	424329
	"Tennessee"	"47"	"2013"	"2013"	"30-34 years"	"30-34"	425214
	"Tennessee"	"47"	"2013"	"2013"	"35-39 years"	"35-39"	402406
	"Tennessee"	"47"	"2013"	"2013"	"40-44 years"	"40-44"	439600
	"Tennessee"	"47"	"2013"	"2013"	"45-49 years"	"45-49"	439021
	"Tennessee"	"47"	"2013"	"2013"	"50-54 years"	"50-54"	462968
	"Tennessee"	"47"	"2013"	"2013"	"55-59 years"	"55-59"	442802
	"Tennessee"	"47"	"2013"	"2013"	"60-64 years "	"60-64"	388065
	"Tennessee"	"47"	"2013"	"2013"	"65-69 years"	"65-69"	324826
	"Tennessee"	"47"	"2013"	"2013"	"70-74 years"	"70-74"	236162
	"Tennessee"	"47"	"2013"	"2013"	"75-79 years"	"75-79"	165298
	"Tennessee"	"47"	"2013"	"2013"	"80-84 years"	"80-84"	115711
	"Tennessee"	"47"	"2013"	"2013"	"85+ years"	"85+"	108301
"Total"	"Tennessee"	"47"	"2013"	"2013"			6496943
	"Tennessee"	"47"	"2014"	"2014"	"< 1 year"	"1"	79967
	"Tennessee"	"47"	"2014"	"2014"	"1-4 years"	"1-4"	320988
	"Tennessee"	"47"	"2014"	"2014"	"5-9 years"	"5-9"	418910
	"Tennessee"	"47"	"2014"	"2014"	"10-14 years"	"10-14"	422166
	"Tennessee"	"47"	"2014"	"2014"	"15-19 years"	"15-19"	417792
	"Tennessee"	"47"	"2014"	"2014"	"20-24 years"	"20-24"	463170
	"Tennessee"	"47"	"2014"	"2014"	"25-29 years"	"25-29"	435593
	"Tennessee"	"47"	"2014"	"2014"	"30-34 years"	"30-34"	427006
	"Tennessee"	"47"	"2014"	"2014"	"35-39 years"	"35-39"	405643
	"Tennessee"	"47"	"2014"	"2014"	"40-44 years"	"40-44"	433252
	"Tennessee"	"47"	"2014"	"2014"	"45-49 years"	"45-49"	431648
	"Tennessee"	"47"	"2014"	"2014"	"50-54 years"	"50-54"	464853
	"Tennessee"	"47"	"2014"	"2014"	"55-59 years"	"55-59"	446054
	"Tennessee"	"47"	"2014"	"2014"	"60-64 years "	"60-64"	394404
	"Tennessee"	"47"	"2014"	"2014"	"65-69 years"	"65-69"	339211
	"Tennessee"	"47"	"2014"	"2014"	"70-74 years"	"70-74"	245644
	"Tennessee"	"47"	"2014"	"2014"	"75-79 years"	"75-79"	170784
	"Tennessee"	"47"	"2014"	"2014"	"80-84 years"	"80-84"	116632
	"Tennessee"	"47"	"2014"	"2014"	"85+ years"	"85+"	110900
"Total"	"Tennessee"	"47"	"2014"	"2014"			6544617
	"Tennessee"	"47"	"2015"	"2015"	"< 1 year"	"1"	81339
	"Tennessee"	"47"	"2015"	"2015"	"1-4 years"	"1-4"	322184
	"Tennessee"	"47"	"2015"	"2015"	"5-9 years"	"5-9"	417704
	"Tennessee"	"47"	"2015"	"2015"	"10-14 years"	"10-14"	420720
	"Tennessee"	"47"	"2015"	"2015"	"15-19 years"	"15-19"	420402
	"Tennessee"	"47"	"2015"	"2015"	"20-24 years"	"20-24"	458619
	"Tennessee"	"47"	"2015"	"2015"	"25-29 years"	"25-29"	450490
	"Tennessee"	"47"	"2015"	"2015"	"30-34 years"	"30-34"	426704
	"Tennessee"	"47"	"2015"	"2015"	"35-39 years"	"35-39"	412258
	"Tennessee"	"47"	"2015"	"2015"	"40-44 years"	"40-44"	423720
	"Tennessee"	"47"	"2015"	"2015"	"45-49 years"	"45-49"	431824
	"Tennessee"	"47"	"2015"	"2015"	"50-54 years"	"50-54"	462182
	"Tennessee"	"47"	"2015"	"2015"	"55-59 years"	"55-59"	450361
	"Tennessee"	"47"	"2015"	"2015"	"60-64 years "	"60-64"	403440
	"Tennessee"	"47"	"2015"	"2015"	"65-69 years"	"65-69"	352668
	"Tennessee"	"47"	"2015"	"2015"	"70-74 years"	"70-74"	253184
	"Tennessee"	"47"	"2015"	"2015"	"75-79 years"	"75-79"	175586
	"Tennessee"	"47"	"2015"	"2015"	"80-84 years"	"80-84"	118320
	"Tennessee"	"47"	"2015"	"2015"	"85+ years"	"85+"	113649
"Total"	"Tennessee"	"47"	"2015"	"2015"			6595354
	"Tennessee"	"47"	"2016"	"2016"	"< 1 year"	"1"	80909
	"Tennessee"	"47"	"2016"	"2016"	"1-4 years"	"1-4"	325202
	"Tennessee"	"47"	"2016"	"2016"	"5-9 years"	"5-9"	416192
	"Tennessee"	"47"	"2016"	"2016"	"10-14 years"	"10-14"	421726
	"Tennessee"	"47"	"2016"	"2016"	"15-19 years"	"15-19"	423129
	"Tennessee"	"47"	"2016"	"2016"	"20-24 years"	"20-24"	451401
	"Tennessee"	"47"	"2016"	"2016"	"25-29 years"	"25-29"	468191
	"Tennessee"	"47"	"2016"	"2016"	"30-34 years"	"30-34"	429721
	"Tennessee"	"47"	"2016"	"2016"	"35-39 years"	"35-39"	420480
	"Tennessee"	"47"	"2016"	"2016"	"40-44 years"	"40-44"	410349
	"Tennessee"	"47"	"2016"	"2016"	"45-49 years"	"45-49"	438605
	"Tennessee"	"47"	"2016"	"2016"	"50-54 years"	"50-54"	455490
	"Tennessee"	"47"	"2016"	"2016"	"55-59 years"	"55-59"	453623
	"Tennessee"	"47"	"2016"	"2016"	"60-64 years "	"60-64"	411551
	"Tennessee"	"47"	"2016"	"2016"	"65-69 years"	"65-69"	367530
	"Tennessee"	"47"	"2016"	"2016"	"70-74 years"	"70-74"	259048
	"Tennessee"	"47"	"2016"	"2016"	"75-79 years"	"75-79"	180898
	"Tennessee"	"47"	"2016"	"2016"	"80-84 years"	"80-84"	120959
	"Tennessee"	"47"	"2016"	"2016"	"85+ years"	"85+"	116273
"Total"	"Tennessee"	"47"	"2016"	"2016"			6651277
	"Tennessee"	"47"	"2017"	"2017"	"< 1 year"	"1"	79781
	"Tennessee"	"47"	"2017"	"2017"	"1-4 years"	"1-4"	327491
	"Tennessee"	"47"	"2017"	"2017"	"5-9 years"	"5-9"	415010
	"Tennessee"	"47"	"2017"	"2017"	"10-14 years"	"10-14"	426061
	"Tennessee"	"47"	"2017"	"2017"	"15-19 years"	"15-19"	425105
	"Tennessee"	"47"	"2017"	"2017"	"20-24 years"	"20-24"	447146
	"Tennessee"	"47"	"2017"	"2017"	"25-29 years"	"25-29"	484327
	"Tennessee"	"47"	"2017"	"2017"	"30-34 years"	"30-34"	433762
	"Tennessee"	"47"	"2017"	"2017"	"35-39 years"	"35-39"	427280
	"Tennessee"	"47"	"2017"	"2017"	"40-44 years"	"40-44"	406966
	"Tennessee"	"47"	"2017"	"2017"	"45-49 years"	"45-49"	442621
	"Tennessee"	"47"	"2017"	"2017"	"50-54 years"	"50-54"	448444
	"Tennessee"	"47"	"2017"	"2017"	"55-59 years"	"55-59"	454035
	"Tennessee"	"47"	"2017"	"2017"	"60-64 years "	"60-64"	421578
	"Tennessee"	"47"	"2017"	"2017"	"65-69 years"	"65-69"	363387
	"Tennessee"	"47"	"2017"	"2017"	"70-74 years"	"70-74"	281489
	"Tennessee"	"47"	"2017"	"2017"	"75-79 years"	"75-79"	189168
	"Tennessee"	"47"	"2017"	"2017"	"80-84 years"	"80-84"	122482
	"Tennessee"	"47"	"2017"	"2017"	"85+ years"	"85+"	118615
"Total"	"Tennessee"	"47"	"2017"	"2017"			6714748
	"Tennessee"	"47"	"2018"	"2018"	"< 1 year"	"1"	81039
	"Tennessee"	"47"	"2018"	"2018"	"1-4 years"	"1-4"	328123
	"Tennessee"	"47"	"2018"	"2018"	"5-9 years"	"5-9"	413019
	"Tennessee"	"47"	"2018"	"2018"	"10-14 years"	"10-14"	430857
	"Tennessee"	"47"	"2018"	"2018"	"15-19 years"	"15-19"	425729
	"Tennessee"	"47"	"2018"	"2018"	"20-24 years"	"20-24"	446818
	"Tennessee"	"47"	"2018"	"2018"	"25-29 years"	"25-29"	494243
